iter	Logloss
173	0.003914063762
174	0.003905216393
175	0.00389893298
176	0.003887387534
177	0.00387998836
178	0.003875691918
179	0.003869551414
180	0.003861069342
181	0.003859313165
182	0.003854242951
183	0.003847755874
184	0.003843241629
185	0.003839705967
186	0.003830941516
187	0.00382651936
188	0.003819130121
189	0.003811110783
190	0.003802049433
191	0.003796274226
192	0.003789148643
193	0.003785596168
194	0.003780549645
195	0.003776566151
196	0.003774237956
197	0.003772481015
198	0.003769874644
199	0.00376629313
200	0.003761824356
201	0.003756841263
202	0.003750969382
203	0.003746232367
204	0.003739881321
205	0.003734252844
206	0.003727176936
207	0.003719286751
208	0.003716279165
209	0.003706493716
210	0.003701277536
211	0.003692938755
212	0.003681288228
213	0.003671675493
214	0.00366778103
215	0.00365701738
216	0.003656023513
217	0.00364327786
218	0.003637109844
219	0.003628307181
220	0.003623135708
221	0.003618561854
222	0.003612784737
223	0.003607645742
224	0.00360038986
225	0.00359561387
226	0.003591154649
227	0.003587889904
228	0.003583082963
229	0.003579698617
230	0.003574868367
231	0.00356869653
232	0.003563815078
233	0.003559226704
234	0.003554185148
235	0.003547854353
236	0.00354277535
237	0.003534631445
238	0.003527469562
239	0.003520968729
240	0.00351497763
241	0.0035075647
242	0.003502747825
243	0.003501187671
244	0.003495494235
245	0.003490470638
246	0.003485433285
247	0.003473777791
248	0.003470193984
249	0.003460041327
250	0.003456686786
251	0.003452470204
252	0.003447468006
253	0.003441745912
254	0.003434975691
255	0.003432543563
256	0.003426955972
257	0.003420802858
258	0.003416500302
259	0.003413928704
260	0.003407964352
261	0.003402529987
262	0.003396116275
263	0.003392141951
264	0.00338652532
265	0.003380357304
266	0.003372623021
267	0.003364299906
268	0.003360249542
269	0.003354814413
270	0.003349775149
271	0.003344648383
272	0.003339361894
273	0.003334322249
274	0.003327570751
275	0.003324246014
276	0.003322528431
277	0.003316462438
278	0.003311048325
279	0.003300288497
280	0.003288789668
281	0.003284081311
282	0.003281133716
283	0.003275063521
284	0.003268929895
285	0.003264693826
286	0.003261011434
287	0.003255852952
288	0.003251532437
289	0.003248082368
290	0.003243176843
291	0.003240443612
292	0.003236051643
293	0.00323135131
294	0.003227105307
295	0.003222721744
296	0.003219808539
297	0.003215776899
298	0.003214024161
299	0.003208122858
300	0.00320619435
301	0.003203973719
302	0.00320120648
303	0.00319623485
304	0.003192058009
305	0.003185223402
306	0.003182185057
307	0.003180604842
308	0.003172869794
309	0.003167437339
310	0.003164079932
311	0.003159175935
312	0.003158173852
313	0.003151824334
314	0.003145830179
315	0.003142237583
316	0.003132037163
317	0.003127754476
318	0.003123010393
319	0.00311763621
320	0.003113417718
321	0.003107706706
322	0.003104385217
323	0.003100522469
324	0.003092938355
325	0.003084384637
326	0.00308295077
327	0.003078604271
328	0.003074691085
329	0.003068911293
330	0.003062374159
331	0.003058862379
332	0.003054611217
333	0.003051948676
334	0.003048620882
335	0.003045593809
336	0.00303906661
337	0.003032430892
338	0.003028663672
339	0.003026160089
340	0.003023158616
341	0.003018362948
342	0.003010754569
343	0.003008669014
344	0.003001127123
345	0.00299634693
346	0.002991647362
347	0.002987975478
348	0.002984598392
349	0.002982060419
350	0.002976325334
351	0.002971108007
352	0.002966459069
353	0.002960849124
354	0.002958207599
355	0.002955576392
356	0.002952417108
357	0.002948973726
358	0.002941736376
359	0.002939009641
360	0.00293781058
361	0.002936789201
362	0.002933514329
363	0.002929352581
364	0.002925234393
365	0.002921577602
366	0.002918109001
367	0.002912609868
368	0.002909633424
369	0.002905186049
370	0.0028994865
371	0.002894874817
372	0.002889508277
373	0.00288602974
374	0.002883523674
375	0.002882444213
376	0.002876529536
377	0.002873151113
378	0.002869848538
379	0.002865670932
380	0.002862856694
381	0.002858565983
382	0.00285531805
383	0.002847681205
384	0.002844725586
385	0.002840102058
386	0.002837979247
387	0.002833441311
388	0.002830875635
389	0.002826829284
390	0.002820038812
391	0.00281720413
392	0.002814970699
393	0.002807973505
394	0.002803322274
395	0.002800284692
396	0.002796675857
397	0.00279419157
398	0.002789798645
399	0.002786760873
